DR_NO,Status,Status Desc
200515491.0,IC,Invest Cont
200507873.0,AA,
201300967.0,IC,Invest Cont
,IC,
201213507.0,,Adult Other
201012879.0,IC,Invest Cont
,AO,Adult Other
,IC,Invest Cont
200309057.0,IC,Invest Cont
200611838.0,AA,
200300720.0,AA,
200309288.0,,
200109245.0,IC,Invest Cont
200604083.0,AO,Adult Other
201111728.0,IC,Invest Cont
200321286.0,,Invest Cont
200600832.0,,Adult Arrest
200216893.0,,
200809642.0,IC,Invest Cont
201013653.0,IC,Invest Cont
200705330.0,IC,
200216344.0,,Invest Cont
200917572.0,IC,Invest Cont
201219021.0,AO,
201011007.0,AO,Adult Other
201211447.0,IC,
200708925.0,IC,Invest Cont
201306850.0,IC,Invest Cont
200911296.0,IC,Invest Cont
200613953.0,IC,Invest Cont
,,Invest Cont
200308879.0,IC,Invest Cont
200513366.0,IC,Invest Cont
200810402.0,IC,Invest Cont
200909240.0,AO,Adult Other
200912028.0,IC,Invest Cont
200816070.0,IC,Invest Cont
200708042.0,IC,Invest Cont
200817363.0,IC,Invest Cont
,,Invest Cont
200317596.0,IC,
,IC,Invest Cont
201116421.0,IC,
,IC,Invest Cont
201215794.0,IC,Invest Cont
,,Invest Cont
201014379.0,IC,Invest Cont
200316056.0,IC,Invest Cont
200214698.0,IC,Invest Cont
201012969.0,AA,Adult Arrest
201007728.0,JA,Juv Arrest
201308115.0,IC,Invest Cont
200708610.0,IC,Invest Cont
200117716.0,,
,IC,Invest Cont
200714103.0,AA,
201211657.0,IC,Invest Cont
200706254.0,IC,Invest Cont
,IC,Invest Cont
200322213.0,IC,Invest Cont
201005075.0,,
200213440.0,,
200214964.0,IC,Invest Cont
,,Invest Cont
200813481.0,IC,
201214062.0,AO,Adult Other
200117300.0,IC,Invest Cont
201015416.0,IC,Invest Cont
200710927.0,IC,
200709769.0,IC,
200117483.0,IC,Invest Cont
200513251.0,,Invest Cont
,IC,Invest Cont
200506799.0,,Adult Arrest
200600743.0,AA,Adult Arrest
,IC,Invest Cont
,,Adult Arrest
201226019.0,,Invest Cont
,,Invest Cont
200616700.0,IC,Invest Cont
200512655.0,,
200713113.0,IC,Invest Cont
201005997.0,IC,
,IC,Invest Cont
200214918.0,IC,
,IC,Invest Cont
201225524.0,,Invest Cont
200119797.0,IC,Invest Cont
201010982.0,AO,Adult Other
200518107.0,IC,Invest Cont
200212724.0,IC,Invest Cont
200910985.0,AA,Adult Arrest
201214189.0,AA,Adult Arrest
200816368.0,,
200705121.0,,Invest Cont
,IC,Invest Cont
200507398.0,IC,Invest Cont
201015347.0,,
200710349.0,IC,Invest Cont
200808440.0,IC,
,IC,Invest Cont
,,
200706611.0,IC,Invest Cont
200313924.0,IC,Invest Cont
,IC,Invest Cont
,AO,
200106608.0,IC,Invest Cont
200208340.0,,Invest Cont
200711213.0,IC,Invest Cont
200810396.0,IC,
200116073.0,,Adult Other
201107118.0,IC,Invest Cont
201306241.0,,Invest Cont
,IC,
200306258.0,IC,Invest Cont
200107723.0,IC,Invest Cont
201218600.0,IC,Invest Cont
200118356.0,IC,Invest Cont
,IC,Invest Cont
200322054.0,,
,IC,Invest Cont
200122612.0,IC,Invest Cont
200108443.0,IC,Invest Cont
200320731.0,AO,Adult Other
,IC,Invest Cont
,IC,Invest Cont
,,Invest Cont
,,
200811856.0,IC,Invest Cont
,IC,
200908772.0,AA,Adult Arrest
200713452.0,IC,Invest Cont
200119628.0,IC,Invest Cont
201220486.0,AA,Adult Arrest
201008557.0,IC,Invest Cont
,AO,Adult Other
,AO,
200306088.0,IC,Invest Cont
200311098.0,AO,
200212952.0,,Invest Cont
201222819.0,IC,
200111416.0,IC,Invest Cont
200218910.0,IC,Invest Cont
,IC,
201204544.0,,
200811068.0,IC,Invest Cont
200514046.0,IC,Invest Cont
,AA,Adult Arrest
,IC,Invest Cont
200309889.0,IC,
201204402.0,,Invest Cont
,,Adult Arrest
200217365.0,AA,Adult Arrest
201209984.0,IC,
201013321.0,IC,Invest Cont
,IC,Invest Cont
201011788.0,IC,Invest Cont
201308207.0,,Invest Cont
200808189.0,IC,
,IC,Invest Cont
201227123.0,,Invest Cont
,IC,Invest Cont
201007419.0,IC,Invest Cont
200800662.0,,
200215001.0,IC,Invest Cont
,AA,Adult Arrest
200511964.0,IC,
,AO,
200415108.0,IC,Invest Cont
200106784.0,,Invest Cont
200812963.0,IC,Invest Cont
201113865.0,AA,Adult Arrest
201108727.0,,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
201216649.0,,Adult Other
,,Invest Cont
,IC,Invest Cont
200320648.0,,Adult Other
200900789.0,AA,Adult Arrest
200408311.0,IC,Invest Cont
201210861.0,IC,Invest Cont
200915897.0,AA,Adult Arrest
200113335.0,IC,Invest Cont
201308139.0,IC,Invest Cont
,IC,Invest Cont
200515387.0,,Invest Cont
200709719.0,IC,Invest Cont
,,
200311875.0,IC,Invest Cont
200105294.0,IC,
201223649.0,IC,Invest Cont
200707321.0,IC,
201215456.0,IC,Invest Cont
200605053.0,,
201217807.0,AO,Adult Other
200310953.0,,Invest Cont
201214412.0,IC,Invest Cont
,,Invest Cont
201225333.0,IC,
201114695.0,IC,
200106921.0,IC,Invest Cont
200810924.0,IC,
,IC,Invest Cont
,AO,
200206975.0,,
201204096.0,JA,Juv Arrest
,IC,
,AO,Adult Other
201306142.0,IC,Invest Cont
200110800.0,,
200510942.0,AO,Adult Other
200604104.0,,Adult Arrest
200705811.0,IC,Invest Cont
,IC,Invest Cont
201219607.0,AO,
200518324.0,,Adult Other
,AA,Adult Arrest
,AO,Adult Other
200914739.0,,Adult Arrest
200608218.0,IC,
200412845.0,,
,,
200814425.0,,
201100572.0,,Adult Other
200713291.0,,Invest Cont
200113542.0,AO,Adult Other
,IC,
200217095.0,IC,Invest Cont
200506495.0,IC,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
200710099.0,,Adult Other
200205948.0,AA,Adult Arrest
,,Invest Cont
200110186.0,IC,Invest Cont
200207712.0,IC,
,IC,Invest Cont
200205076.0,,Invest Cont
,IC,Invest Cont
200904976.0,AA,Adult Arrest
201109136.0,IC,Invest Cont
201015678.0,IC,
200915649.0,AA,Adult Arrest
200318671.0,IC,Invest Cont
200807847.0,IC,Invest Cont
200808322.0,IC,Invest Cont
200608988.0,,
201219387.0,,Invest Cont
201113440.0,IC,Invest Cont
200120641.0,IC,Invest Cont
201226746.0,IC,
200515782.0,,Invest Cont
200320949.0,IC,Invest Cont
200612987.0,AA,Adult Arrest
200914073.0,IC,
200813023.0,IC,Invest Cont
200117155.0,IC,Invest Cont
200506962.0,IC,Invest Cont
200619108.0,,Adult Arrest
200110418.0,IC,Invest Cont
,AO,Adult Other
201114847.0,IC,Invest Cont
,AA,Adult Arrest
200514232.0,IC,
,IC,
200704552.0,IC,Invest Cont
200309543.0,,Invest Cont
200117217.0,IC,
200709693.0,,Invest Cont
,IC,Invest Cont
,,Invest Cont
200805919.0,,Adult Other
,AO,Adult Other
200917692.0,IC,Invest Cont
200812471.0,AO,Adult Other
,AO,
200212683.0,,
201015933.0,IC,Invest Cont
201308876.0,AA,Adult Arrest
200208379.0,AO,
200711857.0,IC,
200613037.0,,
200514615.0,IC,Invest Cont
200413990.0,IC,Invest Cont
200111122.0,,Invest Cont
201009690.0,IC,Invest Cont
201220667.0,IC,Invest Cont
,,Adult Arrest
200313214.0,,Invest Cont
200215693.0,,Invest Cont
201217169.0,IC,Invest Cont
,AO,Adult Other
200213755.0,IC,Invest Cont
200911610.0,,Invest Cont
,IC,
201210094.0,IC,
,IC,Invest Cont
,,
200911682.0,,Invest Cont
201000954.0,AA,Adult Arrest
,IC,Invest Cont
,AA,
201221205.0,AO,
201010699.0,IC,Invest Cont
,IC,Invest Cont
200808325.0,IC,
200605971.0,IC,Invest Cont
201212216.0,IC,Invest Cont
200116819.0,IC,Invest Cont
200109320.0,IC,Invest Cont
200314734.0,IC,Invest Cont
201213668.0,IC,Invest Cont
200321973.0,IC,Invest Cont
201217834.0,IC,
200113935.0,IC,Invest Cont
200909759.0,,Invest Cont
201204180.0,AA,Adult Arrest
200508945.0,,Adult Other
200909567.0,AO,Adult Other
200313044.0,,Invest Cont
,,Invest Cont
,,Invest Cont
200507172.0,IC,Invest Cont
201206205.0,,Invest Cont
200209605.0,IC,
200900617.0,,
200814400.0,,Invest Cont
201008359.0,IC,Invest Cont
200409951.0,IC,Invest Cont
200209853.0,,Invest Cont
200619883.0,IC,Invest Cont
200204097.0,IC,Invest Cont
201216668.0,,
200315766.0,AA,Adult Arrest
201114240.0,IC,
201004421.0,IC,Invest Cont
,,Invest Cont
200118495.0,,Invest Cont
200812139.0,IC,Invest Cont
200111745.0,,Invest Cont
200616657.0,IC,Invest Cont
200416277.0,IC,Invest Cont
200605604.0,IC,Invest Cont
200211657.0,IC,Invest Cont
,IC,Invest Cont
200706451.0,IC,
,IC,Invest Cont
201218606.0,IC,
,,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
200408431.0,IC,Invest Cont
200911078.0,,Adult Arrest
200812805.0,IC,Invest Cont
,IC,Invest Cont
,AO,Adult Other
,,Invest Cont
200812131.0,,
200414942.0,IC,Invest Cont
200712663.0,IC,Invest Cont
200214797.0,IC,Invest Cont
201014912.0,,Invest Cont
,IC,Invest Cont
200808130.0,AO,
,IC,Invest Cont
201106227.0,,Invest Cont
,IC,Invest Cont
200109851.0,IC,Invest Cont
201110913.0,AO,
200110982.0,,Invest Cont
201222656.0,,Invest Cont
200904145.0,IC,Invest Cont
,IC,
,IC,Invest Cont
200116988.0,AO,Adult Other
,IC,Invest Cont
201224259.0,IC,
,IC,
201013918.0,IC,
200212353.0,IC,Invest Cont
201309278.0,IC,Invest Cont
,IC,
,AO,Adult Other
200909484.0,IC,
200112725.0,IC,Invest Cont
,IC,Invest Cont
,,
,IC,Invest Cont
200709828.0,IC,Invest Cont
200914486.0,IC,Invest Cont
200800570.0,AA,
200316359.0,AO,Adult Other
,IC,
,,Invest Cont
200214779.0,IC,Invest Cont
200116726.0,IC,Invest Cont
201309227.0,IC,Invest Cont
200110331.0,IC,Invest Cont
200905795.0,AO,Adult Other
,,Invest Cont
200606219.0,IC,Invest Cont
,,Invest Cont
200711070.0,,Invest Cont
200416451.0,IC,Invest Cont
200616331.0,AA,Adult Arrest
201013121.0,,Adult Arrest
200606277.0,IC,Invest Cont
200507616.0,IC,Invest Cont
,IC,
201213722.0,,
201219821.0,IC,Invest Cont
200412271.0,AO,
201114356.0,IC,
,AO,Adult Other
200915988.0,,Invest Cont
200618755.0,,Invest Cont
,IC,Invest Cont
,,
200611226.0,AA,Adult Arrest
,AO,
200805147.0,AA,Adult Arrest
200413814.0,IC,
200400543.0,,Adult Arrest
,IC,Invest Cont
,IC,Invest Cont
200805649.0,IC,Invest Cont
,IC,Invest Cont
201222909.0,,Invest Cont
,AA,Adult Arrest
200711320.0,AA,
200615143.0,IC,Invest Cont
200118398.0,AA,Adult Arrest
,IC,Invest Cont
200212888.0,AO,Adult Other
200218878.0,IC,Invest Cont
200404473.0,IC,Invest Cont
200218665.0,IC,Invest Cont
201009951.0,IC,Invest Cont
200810690.0,,Invest Cont
200112326.0,IC,Invest Cont
200405382.0,IC,Invest Cont
200907121.0,IC,Invest Cont
201300902.0,IC,
200712013.0,AA,Adult Arrest
200113374.0,IC,Invest Cont
,AA,Adult Arrest
,IC,Invest Cont
,IC,Invest Cont
200611823.0,IC,Invest Cont
201207325.0,,Invest Cont
200516314.0,IC,Invest Cont
200706983.0,,Invest Cont
201225120.0,IC,Invest Cont
,,
200813360.0,,Invest Cont
200708504.0,IC,Invest Cont
200613375.0,IC,Invest Cont
200308575.0,AO,Adult Other
200111971.0,IC,
,,Invest Cont
,IC,Invest Cont
200309087.0,,Invest Cont
201309252.0,IC,Invest Cont
201307498.0,IC,Invest Cont
200705543.0,IC,Invest Cont
201008192.0,IC,Invest Cont
201012982.0,IC,
200608205.0,IC,Invest Cont
,,
200918857.0,AO,Adult Other
201227314.0,IC,Invest Cont
200709974.0,,Invest Cont
201104475.0,IC,Invest Cont
,IC,Invest Cont
200815323.0,IC,Invest Cont
201007811.0,,Invest Cont
,IC,
200716415.0,AO,Adult Other
,IC,Invest Cont
200507815.0,AO,Adult Other
200321307.0,AO,Adult Other
,AA,
200712813.0,,Adult Arrest
200605114.0,AA,Adult Arrest
200913233.0,AA,Adult Arrest
200311488.0,IC,
201213388.0,IC,Invest Cont
200617080.0,IC,Invest Cont
,IC,Invest Cont
200904917.0,,Invest Cont
,IC,Invest Cont
200709465.0,AO,
200815848.0,IC,Invest Cont
200310335.0,AA,Adult Arrest
201015818.0,,Adult Other
200211044.0,IC,Invest Cont
,,Invest Cont
200908323.0,AA,Adult Arrest
200207461.0,,Adult Arrest
200706339.0,,Invest Cont
200306086.0,IC,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
201210016.0,,Invest Cont
200412176.0,IC,
201225830.0,IC,Invest Cont
200405013.0,AO,Adult Other
200509071.0,AO,Adult Other
201004867.0,IC,
,,Adult Arrest
200213249.0,IC,Invest Cont
201113714.0,IC,Invest Cont
201016510.0,IC,Invest Cont
,,Invest Cont
200816219.0,,Invest Cont
200812936.0,IC,Invest Cont
200618546.0,IC,Invest Cont
200107816.0,IC,Invest Cont
200200792.0,IC,
200312372.0,AO,
200711724.0,IC,Invest Cont
200905616.0,IC,Invest Cont
200322093.0,,Invest Cont
,IC,Invest Cont
,AA,
200415490.0,IC,
,,
,IC,
200710626.0,IC,Invest Cont
200100854.0,IC,Invest Cont
200117433.0,IC,
200414472.0,IC,
200317075.0,,Adult Arrest
,,Adult Arrest
,IC,Invest Cont
,IC,Invest Cont
,AO,Adult Other
,,Adult Other
200411890.0,IC,Invest Cont
201306949.0,AA,
,IC,Invest Cont
201104750.0,AO,Adult Other
201209219.0,AO,
201216251.0,AA,Adult Arrest
201224982.0,,
,IC,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
200108898.0,,Invest Cont
,IC,Invest Cont
200114770.0,IC,Invest Cont
,IC,Invest Cont
200709270.0,IC,Invest Cont
,,Adult Arrest
200121512.0,IC,Invest Cont
200707957.0,,
200813406.0,IC,Invest Cont
201307270.0,IC,Invest Cont
200812864.0,IC,
201010821.0,AO,Adult Other
,,Invest Cont
200216998.0,,Invest Cont
,IC,
,IC,
200605773.0,IC,Invest Cont
200912126.0,AO,
200311000.0,JA,Juv Arrest
200911929.0,IC,Invest Cont
201015434.0,AO,Adult Other
,,Invest Cont
,,Invest Cont
200307244.0,IC,Invest Cont
201110388.0,IC,Invest Cont
200707453.0,,
201114288.0,,
201109801.0,IC,Invest Cont
201005666.0,IC,Invest Cont
,,
200409375.0,,
,IC,Invest Cont
200217006.0,,
200812816.0,IC,Invest Cont
201108196.0,IC,
200310772.0,IC,Invest Cont
200106866.0,IC,
,AO,Adult Other
200317707.0,IC,
200608681.0,IC,Invest Cont
200904622.0,IC,Invest Cont
201300640.0,AO,Adult Other
200205667.0,,
200717068.0,,
,,
200705015.0,AO,
200215578.0,,
200106795.0,AO,Adult Other
,IC,
,IC,
200121873.0,,
200905953.0,,Adult Other
200413095.0,IC,Invest Cont
200515418.0,AA,Adult Arrest
,IC,Invest Cont
200408600.0,IC,Invest Cont
200411643.0,IC,Invest Cont
,IC,Invest Cont
201205456.0,IC,
201008924.0,IC,Invest Cont
200505319.0,,Invest Cont
,IC,Invest Cont
201109023.0,IC,Invest Cont
200616893.0,,Invest Cont
200808813.0,,Adult Other
200206365.0,,
201015221.0,IC,Invest Cont
,IC,Invest Cont
201012442.0,IC,Invest Cont
200409348.0,IC,Invest Cont
200110227.0,,
,AO,
200705600.0,IC,Invest Cont
200614284.0,,
200809617.0,IC,Invest Cont
200108702.0,,
200121514.0,IC,Invest Cont
200213433.0,IC,Invest Cont
200412644.0,IC,Invest Cont
,AA,
200612640.0,IC,
200909235.0,,Adult Arrest
200707319.0,IC,
,IC,
,IC,Invest Cont
201110102.0,,
200909010.0,,
,AO,Adult Other
201010092.0,,Invest Cont
200809358.0,IC,Invest Cont
200608749.0,IC,Invest Cont
200214694.0,IC,Invest Cont
201011497.0,AA,Adult Arrest
200616612.0,IC,Invest Cont
200209155.0,IC,Invest Cont
200404393.0,IC,
201107659.0,IC,
201114334.0,IC,Invest Cont
200321530.0,AO,Adult Other
200506256.0,IC,Invest Cont
,,Invest Cont
200122616.0,IC,Invest Cont
,IC,Invest Cont
201007190.0,IC,Invest Cont
200217711.0,IC,Invest Cont
200208474.0,IC,Invest Cont
201209423.0,,
200119938.0,,Invest Cont
200211332.0,IC,Invest Cont
200516526.0,AA,Adult Arrest
,IC,
,IC,Invest Cont
201007663.0,IC,Invest Cont
200513891.0,IC,Invest Cont
,IC,
,,Invest Cont
201221482.0,IC,
200107774.0,,
200907865.0,IC,Invest Cont
,IC,Invest Cont
,AA,
201005193.0,AA,Adult Arrest
200105730.0,IC,Invest Cont
,,
200918926.0,AO,Adult Other
,,
200416456.0,IC,Invest Cont
201210059.0,,Invest Cont
,IC,Invest Cont
201223588.0,IC,Invest Cont
,IC,Invest Cont
201222081.0,,Invest Cont
200315364.0,,
,AA,Adult Arrest
200500543.0,AO,
201016449.0,IC,Invest Cont
200807593.0,,Invest Cont
201208065.0,,Adult Other
200708674.0,,Invest Cont
200616312.0,IC,Invest Cont
200905651.0,IC,Invest Cont
200704289.0,IC,Invest Cont
200505273.0,IC,Invest Cont
201308727.0,AA,
,AA,Adult Arrest
,IC,Invest Cont
200917365.0,IC,Invest Cont
201214705.0,,Invest Cont
200708995.0,,Adult Other
200205095.0,IC,Invest Cont
200505671.0,,Invest Cont
201216355.0,,Invest Cont
200311301.0,,Invest Cont
200304527.0,IC,Invest Cont
,AA,Adult Arrest
200813190.0,,Adult Other
200316741.0,IC,Invest Cont
201200985.0,IC,Invest Cont
,AO,Adult Other
200815598.0,,Invest Cont
,AA,Adult Arrest
200608866.0,IC,Invest Cont
200716532.0,,Invest Cont
201009494.0,AO,
,IC,Invest Cont
200204436.0,IC,Invest Cont
200412974.0,IC,Invest Cont
200406842.0,IC,Invest Cont
200307028.0,IC,Invest Cont
200120896.0,IC,Invest Cont
,IC,Invest Cont
200110061.0,IC,Invest Cont
200304740.0,,
200910009.0,,Invest Cont
200305513.0,IC,Invest Cont
201111869.0,IC,Invest Cont
200104382.0,IC,Invest Cont
200318542.0,IC,Invest Cont
200320747.0,IC,
200706161.0,AO,Adult Other
201300903.0,IC,
200311365.0,,Adult Other
200315769.0,IC,Invest Cont
,,Invest Cont
200404717.0,,Adult Other
,IC,Invest Cont
201222676.0,IC,Invest Cont
200314722.0,IC,
201306197.0,IC,Invest Cont
,IC,Invest Cont
200122950.0,IC,
201108187.0,IC,Invest Cont
,IC,Invest Cont
200215971.0,AO,Adult Other
200715959.0,AO,Adult Other
201221138.0,IC,Invest Cont
200119030.0,IC,
200412277.0,AO,Adult Other
,IC,Invest Cont
200518228.0,IC,Invest Cont
200514008.0,AA,
201214853.0,IC,
,,Invest Cont
200320812.0,,Invest Cont
201204268.0,,Invest Cont
200606165.0,IC,Invest Cont
200618805.0,IC,Invest Cont
200306986.0,IC,
200308723.0,IC,Invest Cont
200816359.0,,
,IC,Invest Cont
201225469.0,AA,
200510453.0,,Invest Cont
200515504.0,IC,Invest Cont
200911855.0,IC,
200715835.0,IC,
200916668.0,IC,Invest Cont
200409047.0,IC,Invest Cont
,IC,Invest Cont
201222325.0,IC,Invest Cont
200914484.0,AO,Adult Other
,IC,Invest Cont
,,Invest Cont
200111803.0,,Adult Other
201214609.0,IC,Invest Cont
200904288.0,,
200217544.0,,Invest Cont
200109043.0,IC,
200309530.0,AO,Adult Other
,IC,Invest Cont
200207590.0,IC,Invest Cont
200118238.0,IC,Invest Cont
201223899.0,IC,Invest Cont
201210703.0,,Invest Cont
200308666.0,IC,Invest Cont
200315777.0,IC,Invest Cont
200808475.0,,Invest Cont
200708740.0,IC,Invest Cont
201116012.0,IC,Invest Cont
201008822.0,IC,Invest Cont
,AO,Adult Other
201009804.0,AO,
200317807.0,IC,Invest Cont
200317337.0,IC,
200321906.0,,Invest Cont
,,
,IC,
201206559.0,,Invest Cont
,,Invest Cont
200905984.0,AO,Adult Other
200812953.0,IC,Invest Cont
200512099.0,IC,Invest Cont
200219005.0,IC,Invest Cont
200712428.0,IC,Invest Cont
200618509.0,IC,Invest Cont
201109624.0,IC,Invest Cont
200507528.0,IC,Invest Cont
200906562.0,IC,Invest Cont
201225967.0,IC,Invest Cont
,,
200816552.0,IC,Invest Cont
,AA,Adult Arrest
,IC,
200817096.0,IC,
,IC,Invest Cont
201013588.0,,Adult Other
200117149.0,,
200108086.0,,Invest Cont
200613120.0,AA,
200318249.0,AA,Adult Arrest
201108068.0,IC,
200716382.0,IC,
,IC,Invest Cont
200808001.0,IC,Invest Cont
200915497.0,IC,Invest Cont
200104993.0,AA,Adult Arrest
201220252.0,IC,
200908658.0,IC,Invest Cont
200813905.0,IC,Invest Cont
,IC,Invest Cont
200707722.0,IC,
,,Invest Cont
,AO,Adult Other
200711862.0,IC,Invest Cont
201217021.0,,Invest Cont
201110405.0,,Adult Arrest
201016358.0,IC,
200413567.0,IC,Invest Cont
200215511.0,IC,
200217786.0,,Invest Cont
,IC,Invest Cont
201014279.0,IC,Invest Cont
201301136.0,,Invest Cont
,AA,Adult Arrest
,IC,Invest Cont
200913362.0,IC,Invest Cont
,IC,Invest Cont
200806354.0,IC,Invest Cont
,AA,Adult Arrest
200608266.0,IC,Invest Cont
,AA,Adult Arrest
200214113.0,IC,Invest Cont
200710283.0,IC,Invest Cont
200113808.0,AO,Adult Other
,,
,IC,Invest Cont
,IC,Invest Cont
201015754.0,AA,
201109110.0,,Invest Cont
200812034.0,IC,Invest Cont
200505830.0,IC,
201226900.0,AA,Adult Arrest
,,Invest Cont
200308025.0,IC,
201225033.0,,Invest Cont
,AA,Adult Arrest
,IC,Invest Cont
201107861.0,,Invest Cont
,IC,Invest Cont
201212181.0,IC,
,IC,Invest Cont
,IC,Invest Cont
200609986.0,IC,Invest Cont
200413165.0,AO,Adult Other
201301197.0,IC,Invest Cont
200409613.0,,Invest Cont
200708329.0,IC,Invest Cont
200122993.0,AA,Adult Arrest
200404993.0,IC,Invest Cont
200609104.0,,
,IC,Invest Cont
201110390.0,IC,Invest Cont
200609856.0,,Invest Cont
,,Invest Cont
201209110.0,IC,Invest Cont
,IC,
,,Invest Cont
200911630.0,IC,Invest Cont
200708493.0,IC,Invest Cont
,AA,Adult Arrest
200208717.0,,Invest Cont
201105244.0,IC,Invest Cont
,IC,Invest Cont
,IC,
,IC,Invest Cont
,,Invest Cont
200912409.0,IC,
200319378.0,IC,Invest Cont
201112264.0,AA,Adult Arrest
200515315.0,AO,Adult Other
,IC,
200414277.0,AA,Adult Arrest
201222850.0,IC,
201205076.0,IC,Invest Cont
200613937.0,IC,Invest Cont
200405449.0,IC,
201113976.0,,Invest Cont
,IC,Invest Cont
200907877.0,,Invest Cont
200214677.0,IC,Invest Cont
200509790.0,,Adult Arrest
201218543.0,AA,
200713423.0,IC,Invest Cont
200812707.0,IC,
200913336.0,,Invest Cont
200214654.0,IC,
,AO,Adult Other
201116091.0,IC,Invest Cont
200112805.0,IC,Invest Cont
200416209.0,IC,Invest Cont
,AO,Adult Other
200121541.0,,Adult Other
200312317.0,IC,
200411379.0,,Invest Cont
200109285.0,IC,Invest Cont
,IC,
200409814.0,IC,Invest Cont
200209328.0,IC,Invest Cont
200911026.0,AO,Adult Other
,IC,Invest Cont
200804949.0,,Adult Arrest
200910176.0,IC,Invest Cont
201104721.0,IC,
200310904.0,AO,Adult Other
201305373.0,,
201223820.0,IC,Invest Cont
200315379.0,IC,Invest Cont
200414669.0,IC,
,AO,Adult Other
201204750.0,AO,Adult Other
201004964.0,AO,Adult Other
200816307.0,IC,
200710744.0,IC,Invest Cont
,IC,Invest Cont
200609382.0,AA,Adult Arrest
200709202.0,IC,Invest Cont
200321674.0,IC,Invest Cont
200110883.0,IC,Invest Cont
200700794.0,IC,Invest Cont
200809515.0,IC,
,IC,Invest Cont
201217659.0,IC,Invest Cont
,IC,Invest Cont
200706874.0,IC,Invest Cont
201114456.0,AA,Adult Arrest
,IC,Invest Cont
200506171.0,,
200707778.0,AO,Adult Other
,IC,Invest Cont
201011559.0,,Invest Cont
200214031.0,AA,Adult Arrest
200211218.0,IC,Invest Cont
200114160.0,,Invest Cont
201205749.0,IC,
200514944.0,,Invest Cont
200204447.0,AA,Adult Arrest
200405112.0,,Adult Other
,AO,
200916321.0,,
200411533.0,AO,Adult Other
200311001.0,IC,Invest Cont
,IC,Invest Cont
200600731.0,,Invest Cont
201305718.0,IC,Invest Cont
200710648.0,IC,
200513054.0,AA,Adult Arrest
200515705.0,AA,Adult Arrest
,,Invest Cont
201106837.0,IC,Invest Cont
201307277.0,IC,Invest Cont
201109537.0,IC,
,IC,Invest Cont
200700785.0,IC,Invest Cont
200514908.0,IC,Invest Cont
,IC,Invest Cont
200907057.0,IC,Invest Cont
200516378.0,IC,
200908172.0,IC,Invest Cont
200308629.0,IC,Invest Cont
200914056.0,JA,
200614095.0,IC,
200119903.0,IC,Invest Cont
200322166.0,IC,Invest Cont
200404951.0,IC,
200809177.0,AA,Adult Arrest
,AO,
200304759.0,IC,Invest Cont
200609176.0,AO,
,IC,
,,Invest Cont
200914083.0,IC,
201009566.0,IC,
,IC,Invest Cont
200609608.0,IC,Invest Cont
,IC,Invest Cont
200304105.0,IC,Invest Cont
200511830.0,IC,Invest Cont
200117332.0,,
201106576.0,IC,Invest Cont
,AO,Adult Other
200315445.0,IC,Invest Cont
,,
200812599.0,AA,Adult Arrest
200206756.0,IC,
201005936.0,IC,Invest Cont
,IC,Invest Cont
200409938.0,,Invest Cont
201225540.0,IC,
200114599.0,IC,Invest Cont
200508492.0,IC,Invest Cont
200712129.0,IC,Invest Cont
200614830.0,IC,Invest Cont
,,Invest Cont
200508810.0,AA,Adult Arrest
200412095.0,,Invest Cont
201224159.0,,
200311100.0,IC,Invest Cont
200817185.0,,
200505154.0,AA,Adult Arrest
200115334.0,IC,Invest Cont
200413583.0,IC,Invest Cont
200812196.0,,Invest Cont
